NAMESPACE                                               NAME                                                              READY   STATUS              RESTARTS   AGE     IP              NODE                            NOMINATED NODE   READINESS GATES
openshift-kube-apiserver                                installer-85-master-01.osepext01.claro.amx                        0/1     Completed           0          41d     10.129.0.137    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-87-master-01.osepext01.claro.amx                        0/1     Completed           0          28d     10.129.0.151    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-87-master-02.osepext01.claro.amx                        0/1     Completed           0          28d     10.131.0.160    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-87-master-03.osepext01.claro.amx                        0/1     Completed           0          28d     10.130.0.152    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-88-master-01.osepext01.claro.amx                        0/1     Completed           0          26d     10.129.0.157    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-89-master-01.osepext01.claro.amx                        0/1     Completed           0          26d     10.129.0.161    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-89-master-02.osepext01.claro.amx                        0/1     Completed           0          26d     10.131.0.169    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-89-master-03.osepext01.claro.amx                        0/1     Completed           0          26d     10.130.0.160    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-90-master-01.osepext01.claro.amx                        0/1     Completed           0          13d     10.129.0.173    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-90-master-02.osepext01.claro.amx                        0/1     Completed           0          13d     10.131.0.183    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-90-master-03.osepext01.claro.amx                        0/1     Completed           0          13d     10.130.0.173    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-91-master-01.osepext01.claro.amx                        0/1     Completed           0          13d     10.129.0.179    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-91-master-02.osepext01.claro.amx                        0/1     Completed           0          13d     10.131.0.191    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-91-master-03.osepext01.claro.amx                        0/1     Completed           0          13d     10.130.0.180    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-92-master-01.osepext01.claro.amx                        0/1     Completed           0          11d     10.129.0.184    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-93-master-01.osepext01.claro.amx                        0/1     Completed           0          11d     10.129.0.186    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-93-master-02.osepext01.claro.amx                        0/1     Completed           0          11d     10.131.0.197    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                installer-93-master-03.osepext01.claro.amx                        0/1     Completed           0          11d     10.130.0.185    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                kube-apiserver-master-01.osepext01.claro.amx                      4/4     Running             3          11d     10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                kube-apiserver-master-02.osepext01.claro.amx                      4/4     Running             4          11d     10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                kube-apiserver-master-03.osepext01.claro.amx                      4/4     Running             4          11d     10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-80-master-01.osepext01.claro.amx                  0/1     Completed           0          56d     10.129.0.116    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-83-master-01.osepext01.claro.amx                  0/1     Completed           0          43d     10.129.0.131    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-85-master-01.osepext01.claro.amx                  0/1     Completed           0          41d     10.129.0.139    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-87-master-01.osepext01.claro.amx                  0/1     Completed           0          28d     10.129.0.152    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-87-master-02.osepext01.claro.amx                  0/1     Completed           0          28d     10.131.0.162    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-87-master-03.osepext01.claro.amx                  0/1     Completed           0          28d     10.130.0.153    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-88-master-01.osepext01.claro.amx                  0/1     Completed           0          26d     10.129.0.160    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-89-master-01.osepext01.claro.amx                  0/1     Completed           0          26d     10.129.0.162    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-89-master-02.osepext01.claro.amx                  0/1     Completed           0          26d     10.131.0.171    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-89-master-03.osepext01.claro.amx                  0/1     Completed           0          26d     10.130.0.161    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-90-master-01.osepext01.claro.amx                  0/1     Completed           0          13d     10.129.0.174    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-90-master-02.osepext01.claro.amx                  0/1     Completed           0          13d     10.131.0.186    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-90-master-03.osepext01.claro.amx                  0/1     Completed           0          13d     10.130.0.175    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-91-master-01.osepext01.claro.amx                  0/1     Completed           0          13d     10.129.0.181    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-91-master-02.osepext01.claro.amx                  0/1     Completed           0          13d     10.131.0.193    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-91-master-03.osepext01.claro.amx                  0/1     Completed           0          13d     10.130.0.182    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-92-master-01.osepext01.claro.amx                  0/1     Completed           0          11d     10.129.0.187    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-93-master-01.osepext01.claro.amx                  0/1     Completed           0          11d     10.129.0.188    master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-93-master-02.osepext01.claro.amx                  0/1     Completed           0          11d     10.131.0.198    master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-apiserver                                revision-pruner-93-master-03.osepext01.claro.amx                  0/1     Completed           0          11d     10.130.0.187    master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-controller-manager-operator              kube-controller-manager-operator-659dd9c4fb-sf4dw                 1/1     Running             0          104d    10.131.0.26     master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-controller-manager                       kube-controller-manager-master-01.osepext01.claro.amx             4/4     Running             25         104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-controller-manager                       kube-controller-manager-master-02.osepext01.claro.amx             4/4     Running             17         104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-controller-manager                       kube-controller-manager-master-03.osepext01.claro.amx             4/4     Running             22         104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-controller-manager                       revision-pruner-42-master-01.osepext01.claro.amx                  0/1     Completed           0          104d    10.129.0.73     master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-controller-manager                       revision-pruner-42-master-02.osepext01.claro.amx                  0/1     Completed           0          104d    10.131.0.59     master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-controller-manager                       revision-pruner-42-master-03.osepext01.claro.amx                  0/1     Completed           0          104d    10.130.0.7      master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-scheduler-operator                       openshift-kube-scheduler-operator-576b576bc5-76nz6                1/1     Running             0          104d    10.131.0.36     master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-scheduler                                openshift-kube-scheduler-master-01.osepext01.claro.amx            2/2     Running             21         104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-scheduler                                openshift-kube-scheduler-master-02.osepext01.claro.amx            2/2     Running             22         104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-scheduler                                openshift-kube-scheduler-master-03.osepext01.claro.amx            2/2     Running             22         104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-scheduler                                revision-pruner-27-master-01.osepext01.claro.amx                  0/1     Completed           0          104d    10.129.0.75     master-01.osepext01.claro.amx   <none>           <none>
openshift-kube-scheduler                                revision-pruner-27-master-02.osepext01.claro.amx                  0/1     Completed           0          104d    10.131.0.7      master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-scheduler                                revision-pruner-27-master-03.osepext01.claro.amx                  0/1     Completed           0          104d    10.130.0.42     master-03.osepext01.claro.amx   <none>           <none>
openshift-kube-storage-version-migrator-operator        kube-storage-version-migrator-operator-6fc5f59c5f-tllns           1/1     Running             0          104d    10.131.0.23     master-02.osepext01.claro.amx   <none>           <none>
openshift-kube-storage-version-migrator                 migrator-6cfd75d5b4-lpgs6                                         1/1     Running             0          81d     10.131.2.16     worker-02.osepext01.claro.amx   <none>           <none>
openshift-logging                                       cluster-logging-operator-5b85499c95-m5mjh                         1/1     Running             0          81d     10.131.2.9      worker-02.osepext01.claro.amx   <none>           <none>
openshift-logging                                       curator-1600711800-nj6sf                                          0/1     Completed           0          10m     10.128.2.217    infra-02.osepext01.claro.amx    <none>           <none>
openshift-logging                                       curator-1600712400-gksqm                                          0/1     ContainerCreating   0          2s      <none>          infra-01.osepext01.claro.amx    <none>           <none>
openshift-logging                                       elasticsearch-cdm-3gbif9u8-1-544494f65b-n7xct                     2/2     Running             0          81d     10.128.2.14     infra-02.osepext01.claro.amx    <none>           <none>
openshift-logging                                       elasticsearch-cdm-3gbif9u8-2-f47659947-kt6ml                      2/2     Running             0          81d     10.129.2.13     infra-03.osepext01.claro.amx    <none>           <none>
openshift-logging                                       elasticsearch-cdm-3gbif9u8-3-5666cf4766-bs2g9                     2/2     Running             0          81d     10.128.2.13     infra-02.osepext01.claro.amx    <none>           <none>
openshift-logging                                       fluentd-7nhqj                                                     1/1     Running             0          69d     10.128.1.227    infra-01.osepext01.claro.amx    <none>           <none>
openshift-logging                                       fluentd-7rmc9                                                     1/1     Running             0          69d     10.129.4.25     worker-04.osepext01.claro.amx   <none>           <none>
openshift-logging                                       fluentd-gpdh7                                                     1/1     Running             0          69d     10.129.0.107    master-01.osepext01.claro.amx   <none>           <none>
openshift-logging                                       fluentd-mlh4w                                                     1/1     Running             0          69d     10.130.0.112    master-03.osepext01.claro.amx   <none>           <none>
openshift-logging                                       fluentd-qgpmk                                                     1/1     Running             0          69d     10.128.3.155    infra-02.osepext01.claro.amx    <none>           <none>
openshift-logging                                       fluentd-sk2tj                                                     1/1     Running             0          69d     10.131.0.121    master-02.osepext01.claro.amx   <none>           <none>
openshift-logging                                       fluentd-srdk5                                                     1/1     Running             0          69d     10.131.2.30     worker-02.osepext01.claro.amx   <none>           <none>
openshift-logging                                       fluentd-xmq9g                                                     1/1     Running             0          69d     10.129.3.203    infra-03.osepext01.claro.amx    <none>           <none>
openshift-logging                                       fluentd-xxznq                                                     1/1     Running             0          69d     10.130.3.134    worker-01.osepext01.claro.amx   <none>           <none>
openshift-logging                                       fluentd-zj97c                                                     1/1     Running             0          69d     10.128.4.28     worker-03.osepext01.claro.amx   <none>           <none>
openshift-logging                                       kibana-7ffc8f6f87-gn9jj                                           2/2     Running             0          74m     10.129.2.55     infra-03.osepext01.claro.amx    <none>           <none>
openshift-machine-api                                   cluster-autoscaler-operator-785c9b6c7-hbzd8                       2/2     Running             0          104d    10.131.0.29     master-02.osepext01.claro.amx   <none>           <none>
openshift-machine-api                                   machine-api-operator-7884c69997-zs8n4                             2/2     Running             0          104d    10.131.0.15     master-02.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       etcd-quorum-guard-7657d4dcc9-4jdh2                                1/1     Running             0          104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       etcd-quorum-guard-7657d4dcc9-g2smh                                1/1     Running             0          104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       etcd-quorum-guard-7657d4dcc9-wc8z6                                1/1     Running             0          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-controller-594ff887c6-xgjbm                        1/1     Running             0          104d    10.129.0.15     master-01.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-25jp6                                       2/2     Running             1          104d    10.92.114.132   worker-02.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-b4zjs                                       2/2     Running             1          104d    10.92.114.134   worker-04.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-h59ph                                       2/2     Running             1          104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-q5klp                                       2/2     Running             1          104d    10.92.114.128   infra-01.osepext01.claro.amx    <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-r282r                                       2/2     Running             1          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-s4q7w                                       2/2     Running             1          104d    10.92.114.130   infra-03.osepext01.claro.amx    <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-shvb5                                       2/2     Running             1          104d    10.92.114.129   infra-02.osepext01.claro.amx    <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-snp2v                                       2/2     Running             1          104d    10.92.114.131   worker-01.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-tqh7x                                       2/2     Running             1          104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-daemon-twb62                                       2/2     Running             1          104d    10.92.114.133   worker-03.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-operator-768f8b57db-gkhp7                          1/1     Running             0          97d     10.130.0.36     master-03.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-server-h7dww                                       1/1     Running             0          104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-server-mq8qq                                       1/1     Running             0          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-machine-config-operator                       machine-config-server-tv98q                                       1/1     Running             0          104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-marketplace                                   certified-operators-6fdf4f8b88-knm9f                              1/1     Running             0          104m    10.130.3.81     worker-01.osepext01.claro.amx   <none>           <none>
openshift-marketplace                                   community-operators-58bf5c5cc6-7rd4d                              1/1     Running             0          7h44m   10.130.3.73     worker-01.osepext01.claro.amx   <none>           <none>
openshift-marketplace                                   marketplace-operator-697674c9db-tnl74                             1/1     Running             10         104d    10.131.0.20     master-02.osepext01.claro.amx   <none>           <none>
openshift-marketplace                                   redhat-marketplace-6747cd7798-nkhlc                               1/1     Running             0          2d15h   10.130.3.13     worker-01.osepext01.claro.amx   <none>           <none>
openshift-marketplace                                   redhat-operators-c98c4bd68-klp4k                                  1/1     Running             0          3d2h    10.130.2.226    worker-01.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    alertmanager-main-0                                               3/3     Running             0          69d     10.128.3.154    infra-02.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    alertmanager-main-1                                               3/3     Running             0          69d     10.129.3.201    infra-03.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    alertmanager-main-2                                               3/3     Running             0          69d     10.128.1.225    infra-01.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    cluster-monitoring-operator-6ff6bdb969-k2wmv                      1/1     Running             0          104d    10.131.0.22     master-02.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    grafana-65b749d6f4-ggd24                                          2/2     Running             0          16d     10.128.1.194    infra-01.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    kube-state-metrics-55d848764b-85wlv                               3/3     Running             0          81d     10.129.2.8      infra-03.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    node-exporter-9hrbg                                               2/2     Running             0          104d    10.92.114.132   worker-02.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    node-exporter-9zgwx                                               2/2     Running             0          104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    node-exporter-gkw5r                                               2/2     Running             0          104d    10.92.114.131   worker-01.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    node-exporter-jttvx                                               2/2     Running             0          104d    10.92.114.129   infra-02.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    node-exporter-lmtw2                                               2/2     Running             0          104d    10.92.114.133   worker-03.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    node-exporter-ltskf                                               2/2     Running             0          104d    10.92.114.128   infra-01.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    node-exporter-nkbcq                                               2/2     Running             0          104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    node-exporter-sh7nd                                               2/2     Running             0          104d    10.92.114.134   worker-04.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    node-exporter-tj6cc                                               2/2     Running             0          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    node-exporter-wsgrr                                               2/2     Running             0          104d    10.92.114.130   infra-03.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    openshift-state-metrics-94f4757b5-v7s8g                           3/3     Running             0          81d     10.129.4.11     worker-04.osepext01.claro.amx   <none>           <none>
openshift-monitoring                                    prometheus-adapter-7c476577b5-btbgx                               1/1     Running             0          11d     10.129.3.165    infra-03.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    prometheus-adapter-7c476577b5-tnpnz                               1/1     Running             0          11d     10.128.1.168    infra-01.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    prometheus-k8s-0                                                  7/7     Running             0          16d     10.128.3.226    infra-02.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    prometheus-k8s-1                                                  7/7     Running             0          16d     10.128.1.195    infra-01.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    prometheus-operator-c9cfdb655-qflhc                               1/1     Running             0          81d     10.129.2.7      infra-03.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    telemeter-client-5d9858f55d-kgmgc                                 3/3     Running             0          69d     10.128.1.223    infra-01.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    thanos-querier-86b7c944f9-2dvrq                                   4/4     Running             0          4d20h   10.128.1.22     infra-01.osepext01.claro.amx    <none>           <none>
openshift-monitoring                                    thanos-querier-86b7c944f9-fprc9                                   4/4     Running             0          4d21h   10.129.3.88     infra-03.osepext01.claro.amx    <none>           <none>
openshift-multus                                        multus-45s7r                                                      1/1     Running             0          104d    10.92.114.132   worker-02.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-8cjnq                                                      1/1     Running             0          104d    10.92.114.129   infra-02.osepext01.claro.amx    <none>           <none>
openshift-multus                                        multus-admission-controller-b5hqn                                 2/2     Running             0          104d    10.130.0.3      master-03.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-admission-controller-c9msq                                 2/2     Running             0          104d    10.129.0.3      master-01.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-admission-controller-hzpgd                                 2/2     Running             0          104d    10.131.0.2      master-02.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-cbpb5                                                      1/1     Running             0          104d    10.92.114.134   worker-04.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-ccbzh                                                      1/1     Running             0          104d    10.92.114.128   infra-01.osepext01.claro.amx    <none>           <none>
openshift-multus                                        multus-j4l42                                                      1/1     Running             0          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-jxhxw                                                      1/1     Running             0          104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-mjftz                                                      1/1     Running             0          104d    10.92.114.130   infra-03.osepext01.claro.amx    <none>           <none>
openshift-multus                                        multus-q2dmm                                                      1/1     Running             0          104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-sldrv                                                      1/1     Running             0          104d    10.92.114.133   worker-03.osepext01.claro.amx   <none>           <none>
openshift-multus                                        multus-vstr6                                                      1/1     Running             0          104d    10.92.114.131   worker-01.osepext01.claro.amx   <none>           <none>
openshift-network-operator                              network-operator-786bc89f9d-mxrwb                                 1/1     Running             0          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-operator-lifecycle-manager                    catalog-operator-7644fc6f76-n4fwz                                 1/1     Running             0          104d    10.129.0.8      master-01.osepext01.claro.amx   <none>           <none>
openshift-operator-lifecycle-manager                    olm-operator-6bb497d455-sgcnl                                     1/1     Running             0          104d    10.131.0.35     master-02.osepext01.claro.amx   <none>           <none>
openshift-operator-lifecycle-manager                    packageserver-59dcd66f46-bg6f2                                    1/1     Running             0          11d     10.129.0.191    master-01.osepext01.claro.amx   <none>           <none>
openshift-operator-lifecycle-manager                    packageserver-59dcd66f46-vgknj                                    1/1     Running             0          11d     10.130.0.189    master-03.osepext01.claro.amx   <none>           <none>
openshift-operators-redhat                              elasticsearch-operator-77f97c65fd-g2jh4                           1/1     Running             0          81d     10.128.4.11     worker-03.osepext01.claro.amx   <none>           <none>
openshift-operators                                     istio-node-24l7k                                                  2/2     Running             0          118d    10.92.114.133   worker-03.osepext01.claro.amx   <none>           <none>
openshift-operators                                     istio-node-27cl5                                                  2/2     Running             0          118d    10.92.114.134   worker-04.osepext01.claro.amx   <none>           <none>
openshift-operators                                     istio-node-7p577                                                  2/2     Running             0          118d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-operators                                     istio-node-9jbdt                                                  2/2     Running             0          118d    10.92.114.128   infra-01.osepext01.claro.amx    <none>           <none>
openshift-operators                                     istio-node-ff48x                                                  2/2     Running             0          118d    10.92.114.129   infra-02.osepext01.claro.amx    <none>           <none>
openshift-operators                                     istio-node-fq7br                                                  2/2     Running             0          118d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-operators                                     istio-node-gh8rr                                                  2/2     Running             0          118d    10.92.114.132   worker-02.osepext01.claro.amx   <none>           <none>
openshift-operators                                     istio-node-trsm6                                                  2/2     Running             0          118d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-operators                                     istio-node-v69q7                                                  2/2     Running             0          118d    10.92.114.130   infra-03.osepext01.claro.amx    <none>           <none>
openshift-operators                                     istio-node-vhdnz                                                  2/2     Running             0          118d    10.92.114.131   worker-01.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           ovs-7pbjg                                                         1/1     Running             0          104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           ovs-cq86q                                                         1/1     Running             0          104d    10.92.114.129   infra-02.osepext01.claro.amx    <none>           <none>
openshift-sdn                                           ovs-dnm98                                                         1/1     Running             0          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           ovs-hgw8m                                                         1/1     Running             0          104d    10.92.114.128   infra-01.osepext01.claro.amx    <none>           <none>
openshift-sdn                                           ovs-nkdgj                                                         1/1     Running             0          104d    10.92.114.130   infra-03.osepext01.claro.amx    <none>           <none>
openshift-sdn                                           ovs-nq6ct                                                         1/1     Running             0          104d    10.92.114.132   worker-02.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           ovs-qn6kt                                                         1/1     Running             0          104d    10.92.114.134   worker-04.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           ovs-rqg6g                                                         1/1     Running             0          104d    10.92.114.131   worker-01.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           ovs-shfbw                                                         1/1     Running             0          104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           ovs-v4h8v                                                         1/1     Running             0          104d    10.92.114.133   worker-03.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-552j5                                                         1/1     Running             7          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-55nzl                                                         1/1     Running             6          104d    10.92.114.134   worker-04.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-bz9q2                                                         1/1     Running             1          104d    10.92.114.131   worker-01.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-c8rvw                                                         1/1     Running             1          104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-controller-2lvtk                                              1/1     Running             0          104d    10.92.114.126   master-02.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-controller-8fvfx                                              1/1     Running             0          104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-controller-znqrw                                              1/1     Running             0          104d    10.92.114.127   master-03.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-ddbh5                                                         1/1     Running             3          104d    10.92.114.128   infra-01.osepext01.claro.amx    <none>           <none>
openshift-sdn                                           sdn-kwr6n                                                         1/1     Running             3          104d    10.92.114.132   worker-02.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-qpl8l                                                         1/1     Running             5          104d    10.92.114.125   master-01.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-wcqqd                                                         1/1     Running             2          104d    10.92.114.133   worker-03.osepext01.claro.amx   <none>           <none>
openshift-sdn                                           sdn-whll8                                                         1/1     Running             5          104d    10.92.114.130   infra-03.osepext01.claro.amx    <none>           <none>
openshift-sdn                                           sdn-x529q                                                         1/1     Running             1          104d    10.92.114.129   infra-02.osepext01.claro.amx    <none>           <none>
openshift-service-ca-operator                           service-ca-operator-866d4cbd87-hftjg                              1/1     Running             0          104d    10.131.0.30     master-02.osepext01.claro.amx   <none>           <none>
openshift-service-ca                                    service-ca-6f8846957b-8xs8n                                       1/1     Running             0          104d    10.131.0.12     master-02.osepext01.claro.amx   <none>           <none>
openshift-service-catalog-apiserver-operator            openshift-service-catalog-apiserver-operator-764b6db9b-knkpt      1/1     Running             0          104d    10.129.0.13     master-01.osepext01.claro.amx   <none>           <none>
openshift-service-catalog-controller-manager-operator   openshift-service-catalog-controller-manager-operator-59b5kqwb4   1/1     Running             0          104d    10.131.0.27     master-02.osepext01.claro.amx   <none>           <none>
openshift-user-workload-monitoring                      prometheus-operator-f55d8b559-klzf2                               1/1     Running             0          4d21h   10.130.0.194    master-03.osepext01.claro.amx   <none>           <none>
openshift-user-workload-monitoring                      prometheus-user-workload-0                                        5/5     Running             1          4d20h   10.129.3.90     infra-03.osepext01.claro.amx    <none>           <none>
openshift-user-workload-monitoring                      prometheus-user-workload-1                                        5/5     Running             1          4d20h   10.129.5.8      worker-04.osepext01.claro.amx   <none>           <none>
pelucatest                                              httpd-1-kpnpf                                                     1/1     Running             0          81d     10.131.2.5      worker-02.osepext01.claro.amx   <none>           <none>
testpciapp                                              httpd-1-frz7m                                                     1/1     Running             0          81d     10.128.4.6      worker-03.osepext01.claro.amx   <none>           <none>
